WS_001_FLOW_MEAN,WS_001_FLOW_MIN,WS_001_FLOW_MAX,WS_001_CONC_MEAN,WS_001_CONC_MIN,WS_001_CONC_MAX,DMW_FLOW_MEAN,DMW_FLOW_MIN,DMW_FLOW_MAX,ALK_FLOW_MEAN,ALK_FLOW_MIN,ALK_FLOW_MAX,WS_002_FLOW_MEAN,WS_002_FLOW_MIN,WS_002_FLOW_MAX,WS_002_CONC_MEAN,WS_002_CONC_MIN,WS_002_CONC_MAX,RPM_MEAN,RPM_MIN,RPM_MAX,PLANT_A,BAD_YIELD
91.607873,91.677855,91.488572,29.998203,29.933500,30.061500,88.597187,88.598325,88.595852,91.467674,91.527940,91.439629,91.483344,91.542772,91.451933,51.791667,51.000000,52.000000,5008.899861,5008.360000,5009.320000,0,0
87.121809,87.290196,87.104682,64.999401,64.834600,65.168200,92.930550,92.934958,92.918340,86.453545,86.638420,86.425383,86.499657,86.681704,86.475369,10.687500,10.000000,11.000000,5009.166458,5002.560000,5010.890000,1,1
91.663461,91.677855,91.663928,30.000565,29.846700,30.102000,88.597187,88.598325,88.595852,91.467674,91.527940,91.439629,91.482474,91.551053,91.447799,52.541667,52.000000,54.000000,5002.928472,4999.230000,5007.990000,0,0
87.100429,87.290196,87.104682,64.998765,64.821200,65.230200,92.930550,92.934958,92.918340,86.453545,86.638420,86.425383,86.501212,86.704277,86.454725,9.513889,9.000000,10.000000,5010.156250,5009.780000,5010.380000,0,1
91.475930,91.591823,91.400894,30.000029,29.956900,30.038300,88.597187,88.598325,88.595852,91.467674,91.527940,91.439629,91.482814,91.553413,91.448655,52.701389,52.000000,53.000000,5010.527222,5010.370000,5010.860000,0,0
87.290403,87.462261,87.192360,63.000669,62.887400,63.107900,92.682929,92.687150,92.671340,87.957784,88.105276,87.929657,87.919948,88.089634,87.872692,21.111111,21.000000,22.000000,5009.789792,5009.120000,5010.300000,0,0
87.331329,87.462261,87.280037,64.999831,64.905700,65.070400,92.930550,92.934958,92.918340,87.957784,88.105276,87.929657,87.920264,88.068454,87.894191,18.902778,18.000000,19.000000,5007.678472,5005.970000,5009.770000,0,0
91.545567,91.677855,91.488572,30.000685,29.944400,30.059500,88.597187,88.598325,88.595852,91.467674,91.527940,91.439629,91.483510,91.547260,91.444569,54.034722,54.000000,55.000000,5009.708056,5009.520000,5010.080000,1,0
91.594435,91.677855,91.576250,29.999407,29.949200,30.034100,88.597187,88.598325,88.595852,91.467674,91.527940,91.439629,91.483167,91.547861,91.458014,52.708333,52.000000,53.000000,5000.093542,4996.390000,5002.700000,0,0
91.442334,91.505790,91.488572,29.999469,29.907500,30.105700,88.597187,88.598325,88.595852,91.467674,91.527940,91.439629,91.485334,91.543281,91.460485,51.465278,50.000000,53.000000,5008.133472,5006.600000,5008.890000,1,0
91.482650,91.591823,91.400894,29.999413,29.933600,30.046100,88.597187,88.598325,88.595852,91.467674,91.527940,91.439629,91.483187,91.553922,91.446041,52.263889,51.000000,53.000000,5009.475694,5009.250000,5009.850000,1,0
91.559006,91.677855,91.488572,29.998746,29.945200,30.042400,88.597187,88.598325,88.595852,91.467674,91.527940,91.439629,91.481792,91.541199,91.456161,53.812500,53.000000,54.000000,5010.338889,5010.180000,5010.560000,0,0
91.868095,91.935953,91.839283,30.001918,29.955300,30.057600,88.597187,88.598325,88.595852,91.467674,91.527940,91.439629,91.485664,91.545409,91.461245,53.513889,53.000000,54.000000,4999.810972,4994.570000,5002.580000,1,0
87.300176,87.462261,87.192360,63.001632,62.872500,63.175900,92.682929,92.687150,92.671340,87.957784,88.105276,87.929657,87.923489,88.081815,87.901313,20.034722,20.000000,21.000000,5010.938819,5010.730000,5011.230000,0,0
91.555143,91.505790,91.576250,30.027931,29.917700,32.113900,88.597187,88.598325,88.595852,91.460612,91.038988,91.439629,91.477189,91.141422,91.459012,53.971831,52.000000,55.000000,5003.031268,4995.870000,5006.260000,0,0
91.503419,91.591823,91.400894,29.999924,29.946700,30.059400,88.597187,88.598325,88.595852,91.467674,91.527940,91.439629,91.483830,91.535369,91.451505,54.000000,54.000000,54.000000,5010.081319,5009.630000,5010.380000,1,0
87.066222,87.290196,87.017004,64.999570,64.878100,65.134200,92.930550,92.934958,92.918340,86.453545,86.638420,86.425383,86.500683,86.688880,86.471654,10.090278,10.000000,11.000000,5009.057500,5004.730000,5010.240000,1,1
91.562060,91.677855,91.488572,29.999614,29.941300,30.111900,88.597187,88.598325,88.595852,91.467674,91.527940,91.439629,91.483363,91.553505,91.444331,52.083333,52.000000,53.000000,5008.846736,5008.400000,5009.220000,1,0
87.063778,87.290196,87.017004,65.001448,64.902700,65.121700,92.930550,92.934958,92.918340,86.453545,86.638420,86.425383,86.499704,86.668056,86.485038,11.000000,11.000000,11.000000,5009.799236,5006.150000,5010.770000,0,1
91.511970,91.591823,91.400894,29.999801,29.957500,30.041300,88.597187,88.598325,88.595852,91.467674,91.527940,91.439629,91.483165,91.551470,91.444759,51.868056,51.000000,53.000000,5010.659444,5010.450000,5010.950000,1,0
90.741692,90.817530,90.699472,29.472222,29.000000,30.000000,88.597187,88.598325,88.595852,90.464848,90.550036,90.436780,90.295156,90.386015,90.273556,47.833333,47.000000,49.000000,5006.907569,5005.480000,5008.150000,0,0
87.239702,87.376229,87.192360,64.999478,64.911900,65.081600,92.930550,92.934958,92.918340,87.957784,88.105276,87.929657,87.922942,88.080279,87.891954,19.000000,19.000000,19.000000,5008.423611,5007.510000,5009.130000,0,0
91.634751,91.763888,91.576250,29.999245,29.955500,30.055300,88.597187,88.598325,88.595852,91.467674,91.527940,91.439629,91.483752,91.544761,91.463193,54.000000,54.000000,54.000000,5008.927153,5005.340000,5009.890000,0,0
91.519911,91.591823,91.400894,29.999906,29.955000,30.041400,88.597187,88.598325,88.595852,91.467674,91.527940,91.439629,91.486234,91.546751,91.453738,53.048611,53.000000,54.000000,4997.270486,4992.500000,5000.980000,0,0
91.555341,91.677855,91.488572,29.999168,29.949600,30.044300,88.597187,88.598325,88.595852,91.467674,91.527940,91.439629,91.483352,91.545640,91.461720,53.013889,53.000000,54.000000,5009.716111,5009.490000,5010.080000,0,0
91.457605,91.505790,91.488572,29.998994,29.926600,30.077900,88.597187,88.598325,88.595852,91.467674,91.527940,91.439629,91.479852,91.549434,91.437537,53.000000,53.000000,53.000000,5009.027569,5007.560000,5009.790000,0,0
90.675720,90.817530,90.611794,29.486111,29.000000,30.000000,88.597187,88.598325,88.595852,90.464848,90.550036,90.436780,90.294217,90.388231,90.280160,47.340278,47.000000,48.000000,5007.634167,5004.480000,5009.150000,1,0
87.201830,87.376229,87.104682,64.999829,64.846500,65.175600,92.930550,92.934958,92.918340,86.453545,86.638420,86.425383,86.497588,86.687182,86.475393,10.993056,10.000000,11.000000,5010.720486,5010.530000,5010.930000,1,1
91.601765,91.677855,91.576250,30.000817,29.945400,30.053700,88.597187,88.598325,88.595852,91.467674,91.527940,91.439629,91.488989,91.545224,91.462860,54.409722,54.000000,55.000000,5009.376319,5008.230000,5009.900000,1,0
91.473487,91.591823,91.400894,30.000756,29.947100,30.057300,88.597187,88.598325,88.595852,91.467674,91.527940,91.439629,91.483268,91.550128,91.457729,50.854167,50.000000,52.000000,4978.821111,4954.730000,4984.800000,0,0
91.292065,91.419757,91.313216,29.997265,29.939000,30.065600,88.597187,88.598325,88.595852,91.467674,91.527940,91.439629,91.482438,91.553367,91.443808,50.895833,50.000000,52.000000,5010.438264,5009.890000,5010.970000,0,0
87.258028,87.462261,87.192360,63.000309,62.869100,63.116900,92.682929,92.687150,92.671340,87.957784,88.105276,87.929657,87.919593,88.088583,87.873400,21.083333,21.000000,22.000000,5010.302917,5009.960000,5010.640000,0,1
91.516857,91.591823,91.488572,30.001315,29.963000,30.042500,88.597187,88.598325,88.595852,91.467674,91.527940,91.439629,91.483717,91.553968,91.447847,52.958333,52.000000,53.000000,5008.910833,5008.490000,5009.280000,1,0
91.479595,91.591823,91.488572,29.998078,29.933800,30.066000,88.597187,88.598325,88.595852,91.467674,91.527940,91.439629,91.484236,91.550683,91.450888,51.090278,50.000000,53.000000,5006.911111,5005.770000,5008.610000,1,0
91.651244,91.677855,91.663928,29.999186,29.954700,30.040400,88.597187,88.598325,88.595852,91.467674,91.527940,91.439629,91.483783,91.552488,91.446374,52.847222,52.000000,53.000000,5007.107569,5005.310000,5008.620000,0,0
87.086990,87.290196,87.017004,65.000516,64.809900,65.174900,92.930550,92.934958,92.918340,86.453545,86.638420,86.425383,86.496946,86.698461,86.456246,2.979167,0.000000,5.000000,5008.809514,5008.120000,5009.530000,1,1
87.179839,87.376229,87.104682,65.000462,64.838200,65.127100,92.930550,92.934958,92.918340,87.957784,88.105276,87.929657,87.917690,88.074001,87.885606,18.048611,18.000000,19.000000,5009.035833,5008.840000,5009.340000,1,0
91.504640,91.591823,91.488572,29.999481,29.941200,30.037100,88.597187,88.598325,88.595852,91.467674,91.527940,91.439629,91.483183,91.552719,91.444046,51.506944,51.000000,52.000000,5010.087500,5009.840000,5010.390000,1,0
91.717826,91.763888,91.663928,29.999851,29.937800,30.031800,88.597187,88.598325,88.595852,91.467674,91.527940,91.439629,91.484173,91.537498,91.456731,52.986111,52.000000,53.000000,5002.314792,4999.530000,5007.310000,0,0
91.601765,91.677855,91.576250,29.998585,29.954600,30.043700,88.597187,88.598325,88.595852,91.467674,91.527940,91.439629,91.482880,91.553043,91.445614,52.555556,51.000000,53.000000,5008.256319,5006.890000,5009.200000,0,0
91.559617,91.677855,91.488572,30.000560,29.936100,30.057600,88.597187,88.598325,88.595852,91.467674,91.527940,91.439629,91.487208,91.545964,91.453168,54.173611,54.000000,55.000000,5009.616042,5008.590000,5009.930000,0,0
91.505862,91.247692,91.488572,29.999476,29.916500,30.055700,88.597187,88.598325,88.595852,91.467674,91.527940,91.439629,91.482855,91.549989,91.446136,51.881944,50.000000,53.000000,5009.773125,5009.620000,5010.170000,0,0
91.648367,87.462261,91.663928,30.032441,29.938600,33.111600,88.597187,88.598325,88.595852,91.402976,87.127372,91.439629,91.416245,87.185008,91.462623,55.612903,22.000000,57.000000,5001.912473,4999.950000,5006.060000,1,0
91.524187,91.591823,91.488572,30.001085,29.889000,30.111200,88.597187,88.598325,88.595852,91.467674,91.527940,91.439629,91.482626,91.547630,91.451315,54.347222,54.000000,55.000000,5010.280347,5009.260000,5010.750000,0,0
87.233594,87.462261,87.192360,63.002071,62.833900,63.192600,92.682929,92.687150,92.671340,87.957784,88.105276,87.929657,87.921070,88.081042,87.887336,20.000000,20.000000,20.000000,5010.624097,5010.410000,5010.770000,0,1
87.216490,87.462261,87.192360,65.000363,64.907600,65.097800,92.930550,92.934958,92.918340,87.957784,88.105276,87.929657,87.916741,88.077309,87.891835,19.000000,19.000000,19.000000,5008.625139,5007.770000,5009.000000,1,0
91.560838,91.591823,91.576250,29.998127,29.910400,30.058400,88.597187,88.598325,88.595852,91.467674,91.527940,91.439629,91.483563,91.552441,91.445566,50.715278,50.000000,51.000000,5008.537083,5007.790000,5009.500000,0,0
91.607263,91.677855,91.576250,30.000031,29.947200,30.053800,88.597187,88.598325,88.595852,91.467674,91.527940,91.439629,91.482918,91.532223,91.461102,55.166667,54.000000,56.000000,5001.958472,4998.800000,5006.450000,1,0
87.253752,87.462261,87.192360,63.000933,62.853500,63.191300,92.682929,92.687150,92.671340,87.957784,88.105276,87.929657,87.920040,88.071905,87.885620,20.993056,20.000000,21.000000,5011.278681,5011.100000,5011.700000,1,1
87.367980,87.548294,87.367715,64.999072,64.877700,65.123100,92.930550,92.934958,92.918340,87.957784,88.105276,87.929657,87.914516,88.051868,87.881131,18.909722,18.000000,19.000000,5007.484931,5005.870000,5009.000000,1,0
89.196729,87.720359,89.471983,28.368421,7.000000,31.000000,88.597187,88.598325,88.595852,88.960610,89.083180,88.932506,88.873454,88.995749,88.856107,35.157895,35.000000,37.000000,5002.886579,4823.600000,5010.490000,0,0
87.118754,87.290196,87.017004,65.001107,64.770900,65.130100,92.930550,92.934958,92.918340,86.453545,86.638420,86.425383,86.498044,86.689143,86.474922,11.000000,11.000000,11.000000,5010.739792,5010.050000,5011.070000,0,1
91.259690,91.333725,91.225539,30.002202,29.934200,30.064200,88.597187,88.598325,88.595852,91.467674,91.527940,91.439629,91.483012,91.548000,91.443618,50.006944,49.000000,51.000000,5009.849444,5009.370000,5010.130000,1,0
91.265799,91.333725,91.225539,30.003166,29.927900,30.162200,88.597187,88.598325,88.595852,91.467674,91.527940,91.439629,91.483348,91.556096,91.444426,50.673611,50.000000,51.000000,5010.575417,5009.950000,5011.030000,0,0
87.297122,87.462261,87.280037,64.997488,64.924700,65.073100,92.930550,92.934958,92.918340,87.957784,88.105276,87.929657,87.917638,88.085382,87.874764,18.027778,18.000000,19.000000,5006.536875,5004.300000,5008.650000,1,0
90.595699,90.731497,90.611794,29.472222,29.000000,30.000000,88.597187,88.598325,88.595852,90.464848,90.550036,90.436780,90.297547,90.375222,90.279875,46.833333,46.000000,48.000000,5008.453750,5008.230000,5008.710000,0,0
91.462492,91.591823,91.400894,30.002201,29.946600,30.054300,88.597187,88.598325,88.595852,91.467674,91.527940,91.439629,91.482905,91.551470,91.446421,52.437500,51.000000,53.000000,5009.701250,5009.440000,5009.880000,0,0
91.482039,91.505790,91.400894,30.000487,29.967500,30.050600,88.597187,88.598325,88.595852,91.467674,91.527940,91.439629,91.482958,91.552117,91.445376,52.062500,52.000000,53.000000,5010.782222,5010.530000,5011.070000,0,0
91.530907,91.591823,91.576250,29.999565,29.929300,30.071600,88.597187,88.598325,88.595852,91.467674,91.527940,91.439629,91.482982,91.551701,91.443808,51.333333,51.000000,53.000000,4961.154097,4953.950000,4966.170000,0,0
91.581607,91.677855,91.576250,30.000162,29.936800,30.055500,88.597187,88.598325,88.595852,91.467674,91.527940,91.439629,91.493569,91.558456,91.487234,53.013889,53.000000,54.000000,5007.554167,5006.550000,5008.580000,1,0
91.619480,91.677855,91.576250,29.999684,29.959200,30.038300,88.597187,88.598325,88.595852,91.467674,91.527940,91.439629,91.485100,91.551794,91.455734,53.680556,53.000000,54.000000,5001.365486,4995.560000,5005.180000,1,0
87.272688,87.462261,87.192360,62.999642,62.854400,63.200500,92.682929,92.687150,92.671340,87.957784,88.105276,87.929657,87.918717,88.065456,87.890828,20.000000,20.000000,20.000000,5010.972986,5010.750000,5011.300000,1,0
87.058891,87.290196,87.017004,65.000898,64.751400,65.260000,92.930550,92.934958,92.918340,86.453545,86.638420,86.425383,86.499264,86.684373,86.479132,10.250000,10.000000,11.000000,5010.038333,5009.720000,5010.260000,1,1
87.038733,87.204164,86.929326,64.999978,64.735400,65.238600,92.930550,92.934958,92.918340,86.453545,86.638420,86.425383,86.496431,86.691193,86.463092,10.208333,10.000000,11.000000,5010.375903,5010.090000,5010.600000,0,1
87.322778,87.548294,87.280037,62.999916,62.865200,63.178400,92.682929,92.687150,92.671340,87.957784,88.105276,87.929657,87.920920,88.066150,87.899394,20.000000,20.000000,20.000000,5010.000139,5009.350000,5010.800000,1,0
91.119806,91.247692,91.050183,29.999339,29.944300,30.059400,88.597187,88.598325,88.595852,91.467674,91.527940,91.439629,91.483906,91.552488,91.451315,51.611111,51.000000,53.000000,5010.921319,5010.500000,5011.190000,0,0
91.560227,91.591823,91.488572,29.999055,29.950800,30.066600,88.597187,88.598325,88.595852,91.467674,91.527940,91.439629,91.484512,91.554107,91.447514,50.986111,50.000000,51.000000,5008.942431,5008.060000,5009.540000,0,0
91.497921,91.591823,91.488572,30.001704,29.951700,30.049600,88.597187,88.598325,88.595852,91.467674,91.527940,91.439629,91.482940,91.547815,91.451125,51.375000,51.000000,52.000000,5010.087639,5009.780000,5010.440000,1,0
89.194415,87.290196,91.225539,29.500000,28.000000,31.000000,88.597187,88.598325,88.595852,88.960610,87.127372,90.938205,89.200299,87.447063,91.094695,41.500000,26.000000,57.000000,4349.220000,3698.870000,4999.570000,0,0
91.461270,91.505790,91.400894,30.002986,29.943300,30.075900,88.597187,88.598325,88.595852,91.467674,91.527940,91.439629,91.483126,91.554523,91.445186,50.118056,49.000000,51.000000,5009.391736,5009.000000,5009.650000,0,0
87.178007,87.290196,87.192360,65.000460,64.840700,65.293300,92.930550,92.934958,92.918340,86.453545,86.638420,86.425383,86.498919,86.688986,86.468912,11.000000,11.000000,11.000000,5009.341667,5004.900000,5010.820000,0,1
91.526631,91.505790,91.488572,29.999707,29.936000,30.055100,88.597187,88.598325,88.595852,91.467674,91.527940,91.439629,91.480265,91.553690,91.445281,52.520833,52.000000,53.000000,5006.971736,5005.370000,5008.250000,0,0
91.596878,91.591823,91.576250,30.001406,29.930300,30.053100,88.597187,88.598325,88.595852,91.467674,91.527940,91.439629,91.483025,91.547537,91.452218,52.722222,52.000000,53.000000,5006.527778,5002.010000,5009.430000,0,0
91.559006,91.677855,91.488572,29.998340,29.930800,30.100700,88.597187,88.598325,88.595852,91.467674,91.527940,91.439629,91.482251,91.551701,91.445139,52.263889,52.000000,53.000000,5007.542222,5004.420000,5008.520000,0,0
91.370254,91.505790,91.313216,29.997469,29.939900,30.095300,88.597187,88.598325,88.595852,91.467674,91.527940,91.439629,91.485985,91.550452,91.458014,51.076389,51.000000,52.000000,5008.396736,5007.670000,5009.170000,0,0
87.224431,87.376229,87.192360,65.001482,64.808000,65.123900,92.930550,92.934958,92.918340,87.957784,88.105276,87.929657,87.919700,88.064701,87.897888,19.006944,19.000000,20.000000,5009.708194,5009.160000,5010.220000,0,1
87.261082,87.462261,87.192360,63.001033,62.846600,63.219500,92.682929,92.687150,92.671340,87.957784,88.105276,87.929657,87.922834,88.081482,87.890191,20.000000,20.000000,20.000000,5010.733542,5010.610000,5010.890000,0,0
87.273299,87.462261,87.280037,64.997320,64.917900,65.053000,92.930550,92.934958,92.918340,87.957784,88.105276,87.929657,87.924520,88.075500,87.887640,18.118056,18.000000,19.000000,5006.876250,5005.480000,5008.040000,0,0
91.604208,91.591823,91.576250,30.002647,29.956900,30.051700,88.597187,88.598325,88.595852,91.467674,91.527940,91.439629,91.489269,91.555078,91.458727,53.055556,53.000000,54.000000,5005.960208,5004.010000,5007.600000,1,0
91.649411,91.677855,91.663928,30.000428,29.957700,30.049200,88.597187,88.598325,88.595852,91.467674,91.527940,91.439629,91.484525,91.548324,91.454213,52.972222,52.000000,54.000000,4999.621111,4995.330000,5003.010000,1,0
87.411961,87.548294,87.455393,64.997548,64.879000,65.114900,92.930550,92.934958,92.918340,87.957784,88.105276,87.929657,87.923004,88.072280,87.899095,18.993056,18.000000,19.000000,5007.050278,5005.030000,5009.130000,1,0
91.413013,87.892424,91.576250,30.028868,29.368300,32.363700,88.597187,88.598325,88.595852,91.307501,87.616324,91.439629,91.330372,87.627186,91.454261,52.222222,25.000000,54.000000,4995.967222,4865.240000,5007.690000,1,0
91.453940,91.505790,91.488572,29.999690,29.934200,30.076300,88.597187,88.598325,88.595852,91.467674,91.527940,91.439629,91.483036,91.554153,91.447657,50.173611,49.000000,51.000000,5007.849375,5005.300000,5009.740000,1,0
87.255584,87.462261,87.192360,64.998673,64.828100,65.126900,92.930550,92.934958,92.918340,86.453545,86.638420,86.425383,86.496828,86.670771,86.476676,10.597222,10.000000,11.000000,5010.203750,5009.860000,5010.560000,0,1
91.640248,91.677855,91.576250,30.001635,29.911800,30.102800,88.597187,88.598325,88.595852,91.467674,91.527940,91.439629,91.484924,91.542078,91.462528,53.326389,53.000000,54.000000,5009.326806,5008.260000,5009.610000,0,0
90.662892,90.731497,90.611794,29.458333,29.000000,30.000000,88.597187,88.598325,88.595852,90.464848,90.550036,90.436780,90.296945,90.385705,90.278830,47.270833,46.000000,49.000000,5008.915556,5008.380000,5009.420000,0,0
91.218153,91.333725,91.225539,30.001532,29.944900,30.055800,88.597187,88.598325,88.595852,91.467674,91.527940,91.439629,91.482807,91.548139,91.450745,50.020833,49.000000,51.000000,5010.265278,5009.900000,5010.580000,1,0
91.246252,91.333725,91.137861,29.999956,29.932000,30.050400,88.597187,88.598325,88.595852,91.467674,91.527940,91.439629,91.483836,91.553043,91.457254,50.152778,50.000000,51.000000,5010.500764,5010.140000,5010.980000,1,0
91.620090,91.677855,91.576250,30.000291,29.938800,30.062900,88.597187,88.598325,88.595852,91.467674,91.527940,91.439629,91.486067,91.557854,91.441575,54.000000,54.000000,54.000000,5008.471458,5007.900000,5009.080000,0,0
90.666557,90.817530,90.611794,29.493056,29.000000,30.000000,88.597187,88.598325,88.595852,90.464848,90.550036,90.436780,90.296500,90.377428,90.276739,46.909722,46.000000,47.000000,5008.279792,5005.960000,5009.240000,1,0
87.708222,87.462261,88.156815,71.443337,59.909500,85.198900,93.713823,92.315439,95.388333,88.995430,88.105276,89.433931,88.919145,88.091170,89.301564,25.500000,21.000000,28.000000,5009.955625,5009.540000,5010.140000,0,0
91.313445,91.419757,91.313216,30.000871,29.937700,30.077300,88.597187,88.598325,88.595852,91.467674,91.527940,91.439629,91.481575,91.531298,91.450412,52.006944,52.000000,53.000000,5009.667361,5009.140000,5010.280000,1,0
90.701376,90.731497,90.699472,29.465278,29.000000,30.000000,88.597187,88.598325,88.595852,90.464848,90.550036,90.436780,90.294961,90.387491,90.265812,47.722222,47.000000,48.000000,5007.725903,5006.420000,5008.740000,0,0
91.472265,91.505790,91.400894,29.999584,29.935900,30.094000,88.597187,88.598325,88.595852,91.467674,91.527940,91.439629,91.479204,91.536989,91.449177,54.000000,54.000000,54.000000,5010.347778,5009.720000,5010.820000,1,0
87.218933,87.376229,87.192360,64.999106,64.914100,65.074700,92.930550,92.934958,92.918340,87.957784,88.105276,87.929657,87.918017,88.076550,87.879943,18.319444,18.000000,19.000000,5009.021111,5008.590000,5009.490000,1,0
91.565114,91.591823,91.576250,29.998815,29.937600,30.058300,88.597187,88.598325,88.595852,91.467674,91.527940,91.439629,91.482798,91.553182,91.458347,52.694444,52.000000,54.000000,5006.564167,5004.330000,5007.980000,0,0
87.086990,87.290196,87.017004,65.000338,64.858300,65.176000,92.930550,92.934958,92.918340,86.453545,86.638420,86.425383,86.495683,86.690832,86.468456,10.000000,10.000000,10.000000,5009.942431,5009.630000,5010.300000,0,1
91.549399,91.505790,91.576250,30.090836,29.661500,31.374800,88.597187,88.598325,88.595852,91.467674,91.527940,91.439629,91.471896,91.423269,91.448607,53.909091,53.000000,55.000000,4951.918182,4455.970000,5006.410000,1,0
87.303841,87.462261,87.280037,65.000303,64.937900,65.080800,92.930550,92.934958,92.918340,87.957784,88.105276,87.929657,87.920429,88.084221,87.881919,18.270833,18.000000,19.000000,5006.278542,5004.070000,5008.300000,0,0
87.145632,87.290196,87.192360,65.001092,64.879900,65.191800,92.930550,92.934958,92.918340,86.453545,86.638420,86.425383,86.496489,86.687399,86.462246,10.826389,10.000000,11.000000,5008.933542,5007.840000,5009.770000,0,1
91.559617,91.591823,91.488572,29.998909,29.948100,30.043700,88.597187,88.598325,88.595852,91.467674,91.527940,91.439629,91.482800,91.555680,91.444046,52.305556,51.000000,53.000000,5009.431042,5008.780000,5009.950000,0,0
87.044842,87.204164,87.017004,64.999400,64.862900,65.135800,92.930550,92.934958,92.918340,86.453545,86.638420,86.425383,86.500436,86.689698,86.483251,9.000000,9.000000,9.000000,5009.337292,5009.110000,5009.620000,1,1
87.359428,87.462261,87.543071,59.999893,59.918500,60.120200,92.311498,92.315439,92.300842,87.957784,88.105276,87.929657,87.919969,88.087381,87.875158,22.000000,22.000000,22.000000,5009.962083,5009.560000,5010.370000,0,0
87.216490,87.376229,87.192360,62.998401,62.834600,63.166600,92.682929,92.687150,92.671340,87.957784,88.105276,87.929657,87.919348,88.074630,87.893013,20.000000,20.000000,20.000000,5010.637431,5010.360000,5010.820000,0,0
87.095542,87.290196,87.017004,64.998818,64.868300,65.178500,92.930550,92.934958,92.918340,86.453545,86.638420,86.425383,86.496294,86.693663,86.463767,11.006944,11.000000,12.000000,5010.941597,5010.710000,5011.140000,1,1
87.200608,87.376229,87.104682,65.001506,64.829000,65.176100,92.930550,92.934958,92.918340,86.453545,86.638420,86.425383,86.497231,86.695750,86.469040,10.986111,10.000000,11.000000,5010.743819,5010.520000,5011.120000,1,1
91.259690,91.333725,91.137861,29.999111,29.949100,30.050100,88.597187,88.598325,88.595852,91.467674,91.527940,91.439629,91.480598,91.538099,91.445139,51.611111,51.000000,52.000000,5010.547153,5010.250000,5010.830000,0,0
86.668560,86.687969,87.367715,65.001307,64.185900,65.674100,92.930550,92.934958,92.918340,87.142988,87.127372,87.929657,87.150016,87.141301,87.884190,15.750000,15.000000,19.000000,5008.749097,5007.760000,5009.620000,0,1
